TIME,CH3,CH3 Peak Detect
9.01344e-04,0.04,0.06
9.01352e-04,0.06,0.02
9.01360e-04,0.04,0.04
9.01368e-04,0.04,-3.33786e-08
9.01376e-04,0.04,0.06
9.01384e-04,0.04,0.02
9.01392e-04,0.04,0.04
9.01400e-04,0.04,0.02
9.01408e-04,0.02,0.04
9.01416e-04,0.02,0.02
9.01424e-04,0.04,0.04
9.01432e-04,0.02,0.02
9.01440e-04,0.02,0.04
9.01448e-04,0.04,0.02
9.01456e-04,0.04,0.04
9.01464e-04,0.04,0.02
9.01472e-04,0.02,0.04
9.01480e-04,0.04,0.02
9.01488e-04,0.02,0.04
9.01496e-04,-3.33786e-08,0.02
9.01504e-04,0.04,0.04
9.01512e-04,0.04,-3.33786e-08
9.01520e-04,0.04,0.06
9.01528e-04,0.04,-3.33786e-08
9.01536e-04,0.04,0.04
9.01544e-04,0.04,0.02
9.01552e-04,0.04,0.06
9.01560e-04,0.04,0.02
9.01568e-04,0.04,0.04
9.01576e-04,0.06,0.02
9.01584e-04,0.04,0.06
9.01592e-04,0.02,-3.33786e-08
9.01600e-04,0.04,0.06
9.01608e-04,0.02,-3.33786e-08
9.01616e-04,0.06,0.04
9.01624e-04,0.06,0.02
9.01632e-04,0.06,0.06
9.01640e-04,0.04,-3.33786e-08
9.01648e-04,0.02,0.06
9.01656e-04,0.04,0.02
9.01664e-04,0.04,0.06
9.01672e-04,0.04,0.02
9.01680e-04,0.04,0.04
9.01688e-04,0.02,0.02
9.01696e-04,0.02,0.04
9.01704e-04,0.04,0.02
9.01712e-04,0.04,0.04
9.01720e-04,0.02,-3.33786e-08
9.01728e-04,0.06,0.06
9.01736e-04,0.04,0.02
9.01744e-04,0.04,0.06
9.01752e-04,0.06,0.02
9.01760e-04,0.04,0.06
9.01768e-04,0.04,0.02
9.01776e-04,0.04,0.06
9.01784e-04,0.02,0.02
9.01792e-04,0.06,0.04
9.01800e-04,0.04,0.02
9.01808e-04,0.04,0.06
9.01816e-04,0.02,-3.33786e-08
9.01824e-04,0.02,0.06
9.01832e-04,0.06,0.02
9.01840e-04,0.04,0.06
9.01848e-04,0.04,0.02
9.01856e-04,0.04,0.06
9.01864e-04,0.04,-3.33786e-08
9.01872e-04,0.04,0.04
9.01880e-04,0.04,0.02
9.01888e-04,0.04,0.04
9.01896e-04,0.06,0.02
9.01904e-04,0.04,0.04
9.01912e-04,0.04,0.02
9.01920e-04,0.04,0.06
9.01928e-04,0.04,0.02
9.01936e-04,0.04,0.04
9.01944e-04,0.04,-3.33786e-08
9.01952e-04,0.06,0.04
9.01960e-04,0.02,0.02
9.01968e-04,0.02,0.06
9.01976e-04,0.04,0.02
9.01984e-04,0.04,0.06
9.01992e-04,0.04,0.02
9.02000e-04,0.04,0.06
9.02008e-04,0.06,0.02
9.02016e-04,0.04,0.04
9.02024e-04,0.04,0.02
9.02032e-04,0.04,0.06
9.02040e-04,0.04,0.02
9.02048e-04,0.02,0.06
9.02056e-04,0.04,0.02
9.02064e-04,0.04,0.06
9.02072e-04,0.04,-3.33786e-08
9.02080e-04,0.02,0.04
9.02088e-04,0.02,0.02
9.02096e-04,0.04,0.06
9.02104e-04,0.04,0.02
9.02112e-04,0.06,0.06
9.02120e-04,0.06,0.02
9.02128e-04,0.04,0.06
9.02136e-04,0.04,0.02
9.02144e-04,0.04,0.06
9.02152e-04,0.06,0.02
9.02160e-04,0.02,0.04
9.02168e-04,0.04,0.02
9.02176e-04,0.04,0.06
9.02184e-04,0.02,0.02
9.02192e-04,0.04,0.06
9.02200e-04,0.04,0.02
9.02208e-04,0.04,0.06
9.02216e-04,0.02,0.02
9.02224e-04,0.04,0.04
9.02232e-04,0.06,-3.33786e-08
9.02240e-04,0.04,0.04
9.02248e-04,0.04,0.02
9.02256e-04,0.04,0.06
9.02264e-04,0.06,0.02
9.02272e-04,0.02,0.04
9.02280e-04,0.04,0.02
9.02288e-04,0.04,0.06
9.02296e-04,0.04,0.02
9.02304e-04,0.02,0.04
9.02312e-04,0.04,0.02
9.02320e-04,0.04,0.04
9.02328e-04,0.04,0.02
9.02336e-04,0.04,0.04
9.02344e-04,0.04,-3.33786e-08
9.02352e-04,0.04,0.04
9.02360e-04,0.04,0.02
9.02368e-04,0.04,0.06
9.02376e-04,0.04,-3.33786e-08
9.02384e-04,0.04,0.04
9.02392e-04,0.06,-3.33786e-08
9.02400e-04,0.06,0.04
9.02408e-04,0.04,0.02
9.02416e-04,0.04,0.06
9.02424e-04,0.04,-3.33786e-08
9.02432e-04,0.04,0.04
9.02440e-04,0.04,0.02
9.02448e-04,0.04,0.04
9.02456e-04,0.04,0.02
9.02464e-04,0.04,0.06
9.02472e-04,0.04,0.02
9.02480e-04,0.02,0.04
9.02488e-04,0.04,0.02
9.02496e-04,0.04,0.06
9.02504e-04,0.06,0.02
9.02512e-04,0.04,0.04
9.02520e-04,0.06,-3.33786e-08
9.02528e-04,0.04,0.06
9.02536e-04,0.04,0.02
9.02544e-04,0.04,0.06
9.02552e-04,0.04,0.02
9.02560e-04,0.04,0.04
9.02568e-04,0.04,-3.33786e-08
9.02576e-04,0.04,0.04
9.02584e-04,0.04,0.02
9.02592e-04,0.04,0.06
9.02600e-04,0.04,0.02
9.02608e-04,0.02,0.06
9.02616e-04,0.04,0.02
9.02624e-04,0.04,0.04
9.02632e-04,0.04,0.02
9.02640e-04,0.02,0.06
9.02648e-04,0.04,0.02
9.02656e-04,0.04,0.04
9.02664e-04,0.02,0.02
9.02672e-04,0.04,0.04
9.02680e-04,0.04,0.02
9.02688e-04,0.02,0.06
9.02696e-04,0.02,-3.33786e-08
9.02704e-04,0.02,0.06
9.02712e-04,0.04,-3.33786e-08
9.02720e-04,0.02,0.04
9.02728e-04,0.06,-3.33786e-08
9.02736e-04,0.04,0.04
9.02744e-04,0.06,0.02
9.02752e-04,0.02,0.06
9.02760e-04,0.04,0.02
9.02768e-04,0.04,0.06
9.02776e-04,0.06,0.02
9.02784e-04,0.06,0.04
9.02792e-04,0.02,0.02
9.02800e-04,0.02,0.06
9.02808e-04,0.02,-3.33786e-08
9.02816e-04,0.04,0.06
9.02824e-04,0.04,0.02
9.02832e-04,0.04,0.04
9.02840e-04,0.06,0.02
9.02848e-04,0.02,0.06
9.02856e-04,0.06,0.02
9.02864e-04,0.04,0.06
9.02872e-04,0.04,0.02
9.02880e-04,0.04,0.06
9.02888e-04,0.06,0.02
9.02896e-04,0.04,0.06
9.02904e-04,0.04,0.02
9.02912e-04,0.04,0.06
9.02920e-04,0.04,0.02
9.02928e-04,0.04,0.04
9.02936e-04,0.04,0.02
9.02944e-04,0.04,0.04
9.02952e-04,0.04,0.02
9.02960e-04,0.04,0.06
9.02968e-04,0.04,0.02
9.02976e-04,0.04,0.04
9.02984e-04,0.04,0.02
9.02992e-04,0.04,0.06
9.03000e-04,0.04,0.02
9.03008e-04,0.04,0.04
9.03016e-04,0.04,0.02
9.03024e-04,0.04,0.06
9.03032e-04,0.02,0.02
9.03040e-04,0.04,0.06
9.03048e-04,0.04,0.02
9.03056e-04,0.02,0.04
9.03064e-04,0.04,-3.33786e-08
9.03072e-04,0.04,0.06
9.03080e-04,0.04,-3.33786e-08
9.03088e-04,0.04,0.06
9.03096e-04,0.02,0.02
9.03104e-04,0.02,0.06
9.03112e-04,0.02,0.02
9.03120e-04,0.04,0.04
9.03128e-04,0.06,-3.33786e-08
9.03136e-04,0.04,0.06
9.03144e-04,0.02,0.02
9.03152e-04,0.04,0.06
9.03160e-04,0.04,0.02
9.03168e-04,0.02,0.06
9.03176e-04,0.04,0.02
9.03184e-04,0.04,0.04
9.03192e-04,0.04,0.02
9.03200e-04,0.04,0.08
9.03208e-04,0.04,-3.33786e-08
9.03216e-04,0.04,0.06
9.03224e-04,0.04,0.02
9.03232e-04,0.04,0.06
9.03240e-04,0.04,0.02
9.03248e-04,0.04,0.06
9.03256e-04,0.04,0.02
9.03264e-04,0.04,0.06
9.03272e-04,0.04,0.02
9.03280e-04,0.04,0.04
9.03288e-04,0.04,0.02
9.03296e-04,0.04,0.06
9.03304e-04,0.06,0.02
9.03312e-04,0.04,0.06
9.03320e-04,0.06,0.02
9.03328e-04,0.04,0.06
9.03336e-04,0.04,0.02
9.03344e-04,0.04,0.06
9.03352e-04,0.04,0.02
9.03360e-04,0.04,0.04
9.03368e-04,0.04,0.02
9.03376e-04,0.04,0.04
9.03384e-04,0.04,0.02
9.03392e-04,0.04,0.06
9.03400e-04,0.04,0.02
9.03408e-04,0.02,0.04
9.03416e-04,0.06,0.02
9.03424e-04,0.04,0.06
9.03432e-04,0.04,0.02
9.03440e-04,0.06,0.06
9.03448e-04,0.06,0.02
9.03456e-04,0.04,0.06
9.03464e-04,0.06,0.02
9.03472e-04,0.04,0.06
9.03480e-04,0.04,0.02
9.03488e-04,0.04,0.06
9.03496e-04,0.06,0.02
9.03504e-04,0.04,0.06
9.03512e-04,0.04,0.02
9.03520e-04,0.04,0.06
9.03528e-04,0.04,0.02
9.03536e-04,0.04,0.06
9.03544e-04,0.04,0.02
9.03552e-04,0.04,0.04
9.03560e-04,0.04,0.02
9.03568e-04,0.06,0.06
9.03576e-04,0.02,0.02
9.03584e-04,0.04,0.06
9.03592e-04,0.04,0.02
9.03600e-04,0.04,0.06
9.03608e-04,0.04,0.02
9.03616e-04,0.06,0.04
9.03624e-04,0.02,0.02
9.03632e-04,0.04,0.06
9.03640e-04,0.04,-3.33786e-08
9.03648e-04,0.02,0.06
9.03656e-04,0.06,0.02
9.03664e-04,0.04,0.06
9.03672e-04,0.04,0.02
9.03680e-04,0.02,0.06
9.03688e-04,0.02,0.02
9.03696e-04,0.04,0.06
9.03704e-04,0.04,0.02
9.03712e-04,0.06,0.06
9.03720e-04,0.04,0.02
9.03728e-04,0.04,0.06
9.03736e-04,0.04,0.02
9.03744e-04,0.04,0.06
9.03752e-04,0.04,0.02
9.03760e-04,0.06,0.06
9.03768e-04,0.04,0.02
9.03776e-04,0.04,0.06
9.03784e-04,0.04,0.02
9.03792e-04,0.02,0.06
9.03800e-04,0.04,0.02
9.03808e-04,0.04,0.06
9.03816e-04,0.04,0.02
9.03824e-04,0.02,0.04
9.03832e-04,0.04,0.02
9.03840e-04,0.02,0.06
9.03848e-04,0.04,0.02
9.03856e-04,0.04,0.06
9.03864e-04,0.04,-3.33786e-08
9.03872e-04,0.06,0.04
9.03880e-04,0.04,0.02
9.03888e-04,0.04,0.06
9.03896e-04,0.04,0.02
9.03904e-04,0.04,0.06
9.03912e-04,0.04,0.02
9.03920e-04,0.04,0.04
9.03928e-04,0.04,0.02
9.03936e-04,0.04,0.06
9.03944e-04,0.06,0.02
9.03952e-04,0.04,0.06
9.03960e-04,0.04,0.02
9.03968e-04,0.04,0.06
9.03976e-04,0.04,-3.33786e-08
9.03984e-04,0.04,0.06
9.03992e-04,0.06,0.02
9.04000e-04,0.02,0.06
9.04008e-04,0.02,-3.33786e-08
9.04016e-04,0.06,0.06
9.04024e-04,0.04,0.02
9.04032e-04,0.06,0.06
9.04040e-04,0.04,0.02
9.04048e-04,0.04,0.06
9.04056e-04,0.04,0.02
9.04064e-04,0.04,0.06
9.04072e-04,0.06,0.02
9.04080e-04,0.02,0.04
9.04088e-04,0.04,0.02
9.04096e-04,0.04,0.06
9.04104e-04,0.04,0.02
9.04112e-04,0.04,0.06
9.04120e-04,0.04,0.02
9.04128e-04,0.04,0.06
9.04136e-04,0.04,0.02
9.04144e-04,0.04,0.04
9.04152e-04,0.04,-3.33786e-08
9.04160e-04,0.04,0.06
9.04168e-04,0.04,0.02
9.04176e-04,0.06,0.04
9.04184e-04,0.06,0.02
9.04192e-04,0.04,0.06
9.04200e-04,0.04,0.02
9.04208e-04,0.04,0.06
9.04216e-04,0.06,0.02
9.04224e-04,0.04,0.06
9.04232e-04,0.04,0.02
9.04240e-04,0.04,0.06
9.04248e-04,0.04,0.02
9.04256e-04,0.04,0.06
9.04264e-04,0.04,0.02
9.04272e-04,0.04,0.04
9.04280e-04,0.04,0.02
9.04288e-04,0.04,0.06
9.04296e-04,0.04,0.02
9.04304e-04,0.04,0.04
9.04312e-04,0.04,0.02
9.04320e-04,0.04,0.06
9.04328e-04,0.02,0.02
9.04336e-04,0.02,0.04
9.04344e-04,0.04,0.02
9.04352e-04,0.04,0.06
9.04360e-04,0.04,0.02
9.04368e-04,0.04,0.06
9.04376e-04,0.02,0.02
9.04384e-04,0.04,0.06
9.04392e-04,0.06,0.02
9.04400e-04,0.04,0.04
9.04408e-04,0.02,0.02
9.04416e-04,0.02,0.06
9.04424e-04,0.04,0.02
9.04432e-04,0.06,0.04
9.04440e-04,0.04,-3.33786e-08
9.04448e-04,0.02,0.06
9.04456e-04,0.04,0.02
9.04464e-04,0.04,0.04
9.04472e-04,0.04,0.02
9.04480e-04,0.04,0.04
9.04488e-04,0.06,0.02
9.04496e-04,0.04,0.04
9.04504e-04,0.06,0.02
9.04512e-04,0.04,0.06
9.04520e-04,0.02,0.04
9.04528e-04,0.02,0.06
9.04536e-04,0.04,0.02
9.04544e-04,0.04,0.04
9.04552e-04,0.04,-3.33786e-08
9.04560e-04,0.06,0.04
9.04568e-04,0.04,0.02
9.04576e-04,0.04,0.06
9.04584e-04,0.04,0.02
9.04592e-04,0.04,0.06
9.04600e-04,0.02,0.02
9.04608e-04,0.02,0.06
9.04616e-04,0.04,0.02
9.04624e-04,0.04,0.04
9.04632e-04,0.02,0.02
9.04640e-04,0.02,0.04
9.04648e-04,0.04,0.02
9.04656e-04,0.04,0.04
9.04664e-04,0.04,-3.33786e-08
9.04672e-04,0.04,0.06
9.04680e-04,0.04,0.02
9.04688e-04,0.02,0.06
9.04696e-04,0.04,0.02
9.04704e-04,0.06,0.06
9.04712e-04,0.04,0.02
9.04720e-04,0.04,0.06
9.04728e-04,0.04,0.02
9.04736e-04,0.04,0.04
9.04744e-04,0.04,0.02
9.04752e-04,0.02,0.06
9.04760e-04,0.06,-3.33786e-08
9.04768e-04,0.04,0.04
9.04776e-04,0.04,0.02
9.04784e-04,0.04,0.06
9.04792e-04,0.04,0.02
9.04800e-04,0.04,0.04
9.04808e-04,0.04,-3.33786e-08
9.04816e-04,0.04,0.06
9.04824e-04,0.06,0.02
9.04832e-04,0.04,0.06
9.04840e-04,0.04,-3.33786e-08
9.04848e-04,0.04,0.06
9.04856e-04,0.04,0.02
9.04864e-04,0.02,0.04
9.04872e-04,0.02,0.02
9.04880e-04,0.04,0.04
9.04888e-04,0.02,0.02
9.04896e-04,0.02,0.06
9.04904e-04,0.04,0.02
9.04912e-04,0.04,0.04
9.04920e-04,0.06,0.02
9.04928e-04,0.02,0.06
9.04936e-04,0.04,0.02
9.04944e-04,0.04,0.06
9.04952e-04,0.04,0.02
9.04960e-04,0.04,0.04
9.04968e-04,0.04,0.02
9.04976e-04,0.04,0.04
9.04984e-04,0.02,0.02
9.04992e-04,0.06,0.04
9.05000e-04,0.04,0.02
9.05008e-04,0.06,0.06
9.05016e-04,0.04,0.02
9.05024e-04,0.06,0.06
9.05032e-04,0.04,0.02
9.05040e-04,0.02,0.06
9.05048e-04,0.04,0.02
9.05056e-04,0.04,0.04
9.05064e-04,0.04,0.02
9.05072e-04,0.04,0.06
9.05080e-04,0.04,0.02
9.05088e-04,0.04,0.06
9.05096e-04,0.04,0.02
9.05104e-04,0.04,0.04
9.05112e-04,0.02,0.02
9.05120e-04,0.04,0.06
9.05128e-04,0.02,0.02
9.05136e-04,0.04,0.06
9.05144e-04,0.04,0.02
9.05152e-04,0.04,0.06
9.05160e-04,0.04,0.02
9.05168e-04,0.04,0.06
9.05176e-04,0.04,0.02
9.05184e-04,0.04,0.06
9.05192e-04,0.04,0.02
9.05200e-04,0.04,0.04
9.05208e-04,0.04,0.02
9.05216e-04,0.04,0.06
9.05224e-04,0.04,0.02
9.05232e-04,0.04,0.06
9.05240e-04,0.04,0.02
9.05248e-04,0.02,0.04
9.05256e-04,0.04,0.02
9.05264e-04,0.04,0.04
9.05272e-04,0.02,0.02
9.05280e-04,0.04,0.06
9.05288e-04,0.04,-3.33786e-08
9.05296e-04,0.04,0.06
9.05304e-04,0.04,-3.33786e-08
9.05312e-04,0.04,0.06
9.05320e-04,0.02,0.02
9.05328e-04,0.04,0.06
9.05336e-04,0.04,0.02
9.05344e-04,0.04,0.06
9.05352e-04,0.04,0.02
9.05360e-04,0.02,0.04
9.05368e-04,0.02,0.02
9.05376e-04,0.04,0.06
9.05384e-04,0.04,0.02
9.05392e-04,0.04,0.04
9.05400e-04,0.02,0.02
9.05408e-04,0.04,0.06
9.05416e-04,0.04,0.02
9.05424e-04,0.04,0.04
9.05432e-04,0.04,0.02
9.05440e-04,0.04,0.04
9.05448e-04,0.04,-3.33786e-08
9.05456e-04,0.04,0.04
9.05464e-04,0.04,0.02
9.05472e-04,0.02,0.04
9.05480e-04,0.04,-3.33786e-08
9.05488e-04,0.02,0.04
9.05496e-04,0.06,-3.33786e-08
9.05504e-04,0.06,0.04
9.05512e-04,0.04,0.02
9.05520e-04,0.02,0.06
9.05528e-04,0.02,0.02
9.05536e-04,0.02,0.06
9.05544e-04,0.04,0.02
9.05552e-04,0.04,0.04
9.05560e-04,0.04,0.02
9.05568e-04,0.04,0.04
9.05576e-04,0.04,0.02
9.05584e-04,0.04,0.06
9.05592e-04,0.06,-3.33786e-08
9.05600e-04,0.04,0.04
9.05608e-04,0.02,-3.33786e-08
9.05616e-04,0.06,0.06
9.05624e-04,0.04,0.02
9.05632e-04,0.06,0.06
9.05640e-04,0.04,0.02
9.05648e-04,0.04,0.06
9.05656e-04,0.04,0.02
9.05664e-04,0.06,0.04
9.05672e-04,0.04,0.02
9.05680e-04,0.02,0.06
9.05688e-04,0.04,0.02
9.05696e-04,0.02,0.06
9.05704e-04,0.02,0.02
9.05712e-04,0.04,0.06
9.05720e-04,0.04,0.02
9.05728e-04,0.04,0.04
9.05736e-04,0.04,0.02
9.05744e-04,0.04,0.06
9.05752e-04,0.04,0.04
9.05760e-04,0.04,0.06
9.05768e-04,0.04,0.02
9.05776e-04,0.04,0.06
9.05784e-04,0.06,0.02
9.05792e-04,0.04,0.04
9.05800e-04,0.04,0.02
9.05808e-04,0.04,0.06
9.05816e-04,0.04,0.02
9.05824e-04,0.06,0.04
9.05832e-04,0.04,0.02
9.05840e-04,0.04,0.06
9.05848e-04,0.02,-3.33786e-08
9.05856e-04,0.04,0.04
9.05864e-04,0.04,0.02
9.05872e-04,0.02,0.06
9.05880e-04,0.02,0.02
9.05888e-04,0.02,0.06
9.05896e-04,0.04,0.02
9.05904e-04,0.04,0.06
9.05912e-04,0.04,0.02
9.05920e-04,0.04,0.04
9.05928e-04,0.04,0.02
9.05936e-04,0.02,0.04
9.05944e-04,0.04,0.02
9.05952e-04,0.06,0.04
9.05960e-04,0.04,0.02
9.05968e-04,0.04,0.06
9.05976e-04,0.04,0.02
9.05984e-04,0.04,0.04
9.05992e-04,0.02,0.02
9.06000e-04,0.04,0.04
9.06008e-04,0.06,-3.33786e-08
9.06016e-04,0.04,0.06
9.06024e-04,0.04,0.02
9.06032e-04,0.06,0.06
9.06040e-04,0.02,-3.33786e-08
9.06048e-04,0.02,0.06
9.06056e-04,0.04,0.02
9.06064e-04,0.02,0.04
9.06072e-04,0.04,0.02
9.06080e-04,0.04,0.04
9.06088e-04,0.02,0.02
9.06096e-04,0.04,0.06
9.06104e-04,0.04,0.02
9.06112e-04,0.04,0.06
9.06120e-04,0.04,0.02
9.06128e-04,0.04,0.04
9.06136e-04,0.04,0.02
9.06144e-04,0.04,0.04
9.06152e-04,0.04,-3.33786e-08
9.06160e-04,0.04,0.04
9.06168e-04,0.06,0.04
9.06176e-04,0.04,0.06
9.06184e-04,0.04,0.02
9.06192e-04,0.04,0.06
9.06200e-04,0.02,0.02
9.06208e-04,0.04,0.04
9.06216e-04,0.04,0.02
9.06224e-04,0.02,0.06
9.06232e-04,0.04,0.02
9.06240e-04,0.06,0.06
9.06248e-04,0.04,0.02
9.06256e-04,0.02,0.06
9.06264e-04,0.04,0.02
9.06272e-04,0.02,0.06
9.06280e-04,0.04,0.02
9.06288e-04,0.04,0.06
9.06296e-04,0.04,0.02
9.06304e-04,0.04,0.06
9.06312e-04,0.04,0.02
9.06320e-04,0.04,0.04
9.06328e-04,0.04,0.02
9.06336e-04,0.04,0.06
9.06344e-04,0.06,0.02
9.06352e-04,0.06,0.06
9.06360e-04,0.06,0.02
9.06368e-04,0.04,0.06
9.06376e-04,0.04,0.02
9.06384e-04,0.04,0.06
9.06392e-04,0.06,0.02
9.06400e-04,0.04,0.06
9.06408e-04,0.04,0.02
9.06416e-04,0.06,0.06
9.06424e-04,0.02,0.02
9.06432e-04,0.06,0.06
9.06440e-04,0.04,0.02
9.06448e-04,0.06,0.06
9.06456e-04,0.04,0.02
9.06464e-04,0.02,0.06
9.06472e-04,0.04,0.02
9.06480e-04,0.04,0.06
9.06488e-04,0.02,0.02
9.06496e-04,0.04,0.04
9.06504e-04,0.04,0.02
9.06512e-04,0.06,0.06
9.06520e-04,0.04,0.02
9.06528e-04,0.06,0.06
9.06536e-04,0.04,0.02
9.06544e-04,0.04,0.06
9.06552e-04,0.06,-3.33786e-08
9.06560e-04,0.04,0.04
9.06568e-04,0.06,0.02
9.06576e-04,0.06,0.06
9.06584e-04,0.06,-3.33786e-08
9.06592e-04,0.06,0.06
9.06600e-04,0.04,0.02
9.06608e-04,0.04,0.06
9.06616e-04,0.04,-3.33786e-08
9.06624e-04,0.06,0.06
9.06632e-04,0.04,0.02
9.06640e-04,0.04,0.06
9.06648e-04,0.04,0.02
9.06656e-04,0.04,0.06
9.06664e-04,0.04,0.02
9.06672e-04,0.06,0.06
9.06680e-04,0.06,0.02
9.06688e-04,0.04,0.06
9.06696e-04,0.04,0.02
9.06704e-04,0.04,0.06
9.06712e-04,0.04,0.02
9.06720e-04,0.04,0.04
9.06728e-04,0.04,0.02
9.06736e-04,0.04,0.06
9.06744e-04,0.04,0.02
9.06752e-04,0.06,0.04
9.06760e-04,0.04,0.02
9.06768e-04,0.04,0.06
9.06776e-04,0.04,0.02
9.06784e-04,0.04,0.06
9.06792e-04,0.04,0.02
9.06800e-04,0.06,0.06
9.06808e-04,0.04,0.02
9.06816e-04,0.06,0.06
9.06824e-04,0.04,0.02
9.06832e-04,0.04,0.06
9.06840e-04,0.04,0.02
9.06848e-04,0.04,0.04
9.06856e-04,0.04,0.02
9.06864e-04,0.04,0.04
9.06872e-04,0.02,0.02
9.06880e-04,0.04,0.06
9.06888e-04,0.04,0.02
9.06896e-04,0.04,0.04
9.06904e-04,0.04,0.02
9.06912e-04,0.04,0.06
9.06920e-04,0.06,0.02
9.06928e-04,0.02,0.06
9.06936e-04,0.02,0.02
9.06944e-04,0.02,0.06
9.06952e-04,0.02,-3.33786e-08
9.06960e-04,0.06,0.08
9.06968e-04,0.06,-0.02
9.06976e-04,-3.33786e-08,0.08
9.06984e-04,0.04,-3.33786e-08
9.06992e-04,0.06,0.06
9.07000e-04,0.04,-3.33786e-08
9.07008e-04,0.04,0.06
9.07016e-04,0.02,0.02
9.07024e-04,0.04,0.06
9.07032e-04,0.06,0.02
9.07040e-04,0.04,0.06
9.07048e-04,0.02,-3.33786e-08
9.07056e-04,0.04,0.06
9.07064e-04,0.04,0.02
9.07072e-04,0.04,0.06
9.07080e-04,0.04,0.02
9.07088e-04,0.04,0.06
9.07096e-04,0.04,0.04
9.07104e-04,0.04,0.06
9.07112e-04,0.04,0.02
9.07120e-04,0.06,0.06
9.07128e-04,0.04,0.02
9.07136e-04,0.04,0.06
9.07144e-04,0.04,0.02
9.07152e-04,0.04,0.04
9.07160e-04,0.04,0.02
9.07168e-04,0.06,0.04
9.07176e-04,0.04,0.02
9.07184e-04,0.04,0.06
9.07192e-04,0.04,0.02
9.07200e-04,0.04,0.06
9.07208e-04,0.04,0.02
9.07216e-04,0.04,0.06
9.07224e-04,0.02,0.02
9.07232e-04,0.02,0.04
9.07240e-04,0.04,0.02
9.07248e-04,0.04,0.06
9.07256e-04,0.06,0.02
9.07264e-04,0.04,0.06
9.07272e-04,0.04,0.02
9.07280e-04,0.04,0.06
9.07288e-04,0.04,0.02
9.07296e-04,0.04,0.06
9.07304e-04,0.04,0.02
9.07312e-04,0.04,0.06
9.07320e-04,0.02,0.02
9.07328e-04,0.04,0.06
9.07336e-04,0.04,0.02
9.07344e-04,0.04,0.04
9.07352e-04,0.04,0.02
9.07360e-04,0.06,0.06
9.07368e-04,0.06,0.02
9.07376e-04,0.04,0.06
9.07384e-04,0.04,0.02
9.07392e-04,0.06,0.06
9.07400e-04,0.04,0.02
9.07408e-04,0.06,0.06
9.07416e-04,0.04,0.02
9.07424e-04,0.02,0.06
9.07432e-04,0.04,0.02
9.07440e-04,0.04,0.06
9.07448e-04,0.04,0.02
9.07456e-04,0.04,0.06
9.07464e-04,0.04,0.02
9.07472e-04,0.06,0.06
9.07480e-04,0.02,0.02
9.07488e-04,0.04,0.06
9.07496e-04,0.04,0.02
9.07504e-04,0.04,0.04
9.07512e-04,0.04,0.02
9.07520e-04,0.04,0.06
9.07528e-04,0.04,0.02
9.07536e-04,0.02,0.06
9.07544e-04,0.04,0.02
9.07552e-04,0.04,0.06
9.07560e-04,0.06,0.02
9.07568e-04,0.04,0.04
9.07576e-04,0.04,0.02
9.07584e-04,0.04,0.06
9.07592e-04,0.04,0.02
9.07600e-04,0.04,0.06
9.07608e-04,0.04,0.02
9.07616e-04,0.04,0.04
9.07624e-04,0.04,0.02
9.07632e-04,0.04,0.04
9.07640e-04,0.02,0.02
9.07648e-04,0.04,0.04
9.07656e-04,0.04,0.02
9.07664e-04,0.04,0.06
9.07672e-04,0.06,-3.33786e-08
9.07680e-04,0.06,0.04
9.07688e-04,0.04,0.02
9.07696e-04,0.02,0.06
9.07704e-04,0.04,0.02
9.07712e-04,0.06,0.06
9.07720e-04,0.04,0.02
9.07728e-04,0.04,0.06
9.07736e-04,0.04,0.02
9.07744e-04,0.04,0.04
9.07752e-04,0.02,0.02
9.07760e-04,0.02,0.06
9.07768e-04,0.04,-0.02
9.07776e-04,0.04,0.06
9.07784e-04,0.04,0.02
9.07792e-04,0.04,0.06
9.07800e-04,0.04,0.02
9.07808e-04,0.02,0.06
9.07816e-04,0.04,0.02
9.07824e-04,0.04,0.06
9.07832e-04,0.06,0.02
9.07840e-04,0.04,0.06
9.07848e-04,0.04,0.04
9.07856e-04,0.04,0.06
9.07864e-04,0.04,0.02
9.07872e-04,0.02,0.04
9.07880e-04,0.06,0.02
9.07888e-04,0.04,0.06
9.07896e-04,0.04,0.02
9.07904e-04,0.04,0.06
9.07912e-04,0.04,0.02
9.07920e-04,0.04,0.04
9.07928e-04,0.04,0.02
9.07936e-04,0.06,0.06
9.07944e-04,0.04,0.02
9.07952e-04,0.04,0.06
9.07960e-04,0.04,0.02
9.07968e-04,0.06,0.06
9.07976e-04,0.06,-3.33786e-08
9.07984e-04,0.02,0.06
9.07992e-04,0.04,0.02
9.08000e-04,0.06,0.06
9.08008e-04,0.04,-3.33786e-08
9.08016e-04,0.04,0.06
9.08024e-04,0.06,0.02
9.08032e-04,0.06,0.04
9.08040e-04,0.04,0.02
9.08048e-04,0.04,0.06
9.08056e-04,0.04,0.02
9.08064e-04,0.04,0.06
9.08072e-04,0.02,0.02
9.08080e-04,0.04,0.06
9.08088e-04,0.06,0.02
9.08096e-04,0.04,0.06
9.08104e-04,0.04,0.02
9.08112e-04,0.04,0.06
9.08120e-04,0.06,0.02
9.08128e-04,0.04,0.04
9.08136e-04,0.04,0.02
9.08144e-04,0.04,0.06
9.08152e-04,0.04,0.02
9.08160e-04,0.06,0.06
9.08168e-04,0.04,0.02
