TIME,CH1
4.4608e-05,0.16
4.464e-05,0.08
4.4768e-05,0.16
4.48e-05,0.08
4.496e-05,0.16
4.5024e-05,0.08
4.5056e-05,0.16
4.5088e-05,0.08
4.528e-05,0.16
4.5344e-05,0.08
4.5408e-05,0.16
4.544e-05,0.08
4.5664e-05,0.16
4.5696e-05,0.08
4.5792e-05,0.16
4.5824e-05,0.08
4.5856e-05,0.16
4.5888e-05,0.08
4.592e-05,0.16
4.6048e-05,0.08
4.6368e-05,0.16
4.64e-05,0.08
4.6432e-05,0.16
4.6464e-05,0.08
4.6496e-05,0.16
4.6528e-05,0.08
4.6592e-05,0.16
4.6624e-05,0.08
4.6656e-05,0.16
4.6688e-05,0.08
4.6784e-05,0.16
4.6816e-05,0.08
4.6848e-05,0.16
4.6912e-05,0.08
4.7008e-05,0.16
4.7072e-05,0.08
4.7168e-05,0.16
4.72e-05,0.08
4.7232e-05,0.16
4.7264e-05,0.08
4.7296e-05,0.16
4.736e-05,0.08
4.7584e-05,0.16
4.7616e-05,0.08
4.7648e-05,0.16
4.7776e-05,0.08
4.7808e-05,0.16
4.784e-05,0.08
4.7936e-05,0.16
4.7968e-05,0.08
4.8032e-05,0.16
4.8096e-05,0.08
4.8128e-05,0.16
4.816e-05,0.08
4.832e-05,0.16
4.8352e-05,0.08
4.8416e-05,0.16
4.848e-05,0.08
4.8512e-05,0.16
4.8704e-05,0.08
4.8736e-05,0.16
4.8768e-05,0.08
4.8864e-05,0.16
4.9056e-05,0.08
4.9088e-05,0.16
4.9152e-05,0.08
4.928e-05,0.16
4.9312e-05,0.08
4.9344e-05,0.16
4.9376e-05,0.08
4.9408e-05,0.16
4.944e-05,0.08
4.9504e-05,0.16
4.9536e-05,0.08
4.9632e-05,0.16
4.9696e-05,0.08
4.9728e-05,0.16
4.9792e-05,0.08
4.9856e-05,0.16
4.9888e-05,0.08
4.992e-05,0.16
4.9984e-05,0.08
5.0016e-05,0.16
5.0048e-05,0.08
5.008e-05,0.16
5.0144e-05,0.08
5.0176e-05,0.16
5.024e-05,0.08
5.0304e-05,0.16
5.0368e-05,0.08
5.0432e-05,0.16
5.0464e-05,0.08
5.0496e-05,0.16
5.0592e-05,0.08
5.0656e-05,0.16
5.0688e-05,0.08
5.0784e-05,0.16
5.0816e-05,0.08
5.088e-05,0.16
5.0944e-05,0.08
5.1008e-05,0.16
5.1072e-05,0.08
5.12e-05,0.16
5.1296e-05,0.08
5.1328e-05,0.16
5.136e-05,0.08
5.1392e-05,0.16
5.1424e-05,0.08
5.1552e-05,0.16
5.1616e-05,0.08
5.1648e-05,0.16
5.168e-05,0.08
5.1712e-05,0.16
5.1744e-05,0.08
5.1776e-05,0.16
5.1808e-05,0.08
5.1904e-05,0.16
5.1936e-05,0.08
5.2032e-05,0.16
5.2064e-05,0.08
5.2096e-05,0.16
5.2128e-05,0.08
5.216e-05,0.16
5.2224e-05,0.08
5.2256e-05,0.16
5.232e-05,0.08
5.2384e-05,0.16
5.2608e-05,0.08
5.2672e-05,0.16
5.2736e-05,0.08
5.2864e-05,0.16
5.2896e-05,0.08
5.296e-05,0.16
5.2992e-05,0.08
5.3024e-05,0.16
5.3056e-05,0.08
5.3152e-05,0.16
5.3248e-05,0.08
5.3312e-05,0.16
5.3504e-05,0.08
5.36e-05,0.16
5.3632e-05,0.08
5.376e-05,0.16
5.408e-05,0.08
5.4144e-05,0.16
5.424e-05,0.08
5.4272e-05,0.16
5.4304e-05,0.08
5.4336e-05,0.16
5.4496e-05,0.08
5.456e-05,0.16
5.4816e-05,0.08
5.4848e-05,0.16
